uid,SMILES,S1_energy(eV),T1_energy(eV)
train_245,O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(C=CSc3cc(=O)c4scc([N+](=O)[O-])c4s3)CS[C@@H]12,3.2039,2.3182
train_246,CNC1CC(Oc2ccc(Br)cc2[N+](=O)[O-])C1(C)C,3.5788,3.1426
train_247,CCOC(=O)C1=C(C)NC(=O)N[C@@H]1c1ccc(N2CCC(c3ccccc3)=N2)cc1,3.6235,2.4692
train_248,COc1cc(F)cc2cc(C#N)sc12,4.0995,3.0051
train_249,CCN(Cc1ccccn1)C(C)CNCc1cccs1,4.0251,3.7211
train_250,O=C(Nc1ccccc1C(=O)OCC(=O)N1CCc2ccccc2C1)c1ccccc1,4.1458,3.2738
train_251,CC(C(=O)Nc1cc(F)c(Br)cc1C)=C1CNC1,4.1783,3.4835
train_252,CCCCCOC1CCCCCC1C#N,7.2677,6.3909
train_253,NNC(=S)NNC(=O)c1cn2cc(F)ccc2n1,3.3795,3.06
train_254,CO/C=C1/c2c(OC)cc(C(=O)OC)cc2N2C[C@H]3[C@H](N3C(=O)OC)C1(OC)O2,3.7647,2.7539
train_255,CC(C)N(C)C(=O)c1sc(N2CCC(N)CC2)nc1N,4.4418,3.076
train_256,Cc1ccccc1OCCC(O)C1CCNCC1,5.2129,4.0906
train_257,COc1cc(-c2n[nH]c3c2CNCC3)cc(Cl)c1OC,4.6944,3.4613
train_258,CCN(CC1CCCN1)C1CC(C)OC(C)C1,5.9429,5.8776
train_259,CC[C@@H](C)[C@@H](NS(C)(=O)=O)C(=O)N1CCOC2(CCCCCC2)C1,5.3193,4.7555
train_260,O=C(C=Cc1cc(Cl)cc(Cl)c1)NC1COC1,4.1144,2.9973
train_261,CCOC(=O)C1=C(CN2CCN(C(=O)NC(C)(C)C)[C@H](C)C2)N(CC)C(=O)N[C@@H]1c1ccccc1OC,3.4145,3.1228
train_262,COc1cc(CCC(=O)Nc2cccc(Cl)c2OC)cc(OC)c1,4.916,3.824
train_263,Cc1cc(Nc2nc(N)nc(Nc3ccc(C#N)cc3)n2)c(Cl)cc1F,4.4026,3.4127
train_264,Cc1nc(C)c(NC(=O)C2CN(Cc3ccccc3)CCO2)s1,4.8793,3.2928
train_265,COc1cc(C)ccc1-c1cc2c3c(cc(O)c2cc1OC)C(C)(C)C(C)(C)c1ccccc1-3,3.6838,2.6013
train_266,CCOc1ccc(-n2ncc(C(=O)Nc3ccc4c(c3)OCCO4)c2C)nn1,3.7258,2.9947
train_267,O=C1CSc2ccc(C(=O)Nc3cccc(C#Cc4cccs4)c3)cc2N1,3.9359,2.736
train_268,Cc1ccnc(-c2cn(C)nc2C(=O)N2CC(F)(F)C[C@@H](C)[C@H]2CNc2ncc(C(F)(F)F)cn2)n1,4.3102,3.6495
train_269,CO[C@H]1C[C@@H]2CN(Cc3ccccc3)[C@H]1[C@H]2Br,4.8636,4.216
train_270,COc1ccc(NC(=O)C2CCCCC2(C)N)cc1Cl,4.7321,3.7144
train_271,Cc1ccc(C2CC=NN2)cn1,4.3544,3.6765
train_272,CCOC(=O)C1=NOC(CCCC(=O)Nc2ccccc2)C1,4.7232,3.417
train_273,Nc1ccc(C(=O)OC2CCC3CCCCC3C2)cc1,4.8912,3.4723
train_274,COc1cc(NS(=O)(=O)c2cc[nH]c2)ccc1N,4.828,3.6384
train_275,COc1cc(Cl)cc(OC)c1NC(=O)C(/N=N/c1cc(Cl)ccc1C)C(C)=O,2.8171,1.9397
train_276,COc1cc(Nc2nc(N[C@H]3CCCC[C@H]3NC(=O)OC(C)(C)C)n3cnnc3c2C(N)=O)cc(OC)c1,3.8686,2.8781
train_277,COc1cccc(CC(O)CCCN)c1OC,5.0954,4.0280000000000005
train_278,CCCNC1CC(OCC2CCCO2)C12CCCC2,6.6146,6.3493
train_279,CCCCCCc1c(Br)nnn1C(=O)n1ccnn1,4.2292,3.4203
train_280,Cc1ccc2c(ccn2Cc2cccc(C(F)(F)F)c2)c1,4.255,3.5467
train_281,CC(=O)N(CCc1ccccc1)CC(=O)Nc1ccc(C)cc1Br,4.9071,3.7932
train_282,COc1ccc(CNc2ccc(Cl)cc2Br)c(F)c1,4.5277,3.72
train_283,CCOC(=O)CCCCCCN1CCCc2nc(-c3ccc(C)nc3)c(-c3ccc(C)cc3)nc21,3.8072,2.9026
train_284,CCOC(=O)c1c(NC(=O)c2sc(NC(=O)c3ccco3)cc2C)sc(C)c1CC,3.7353,2.8932
train_285,CCC[C@@H](c1nnnn1Cc1cccs1)N1CCN(c2cc(Cl)ccc2C)CC1,4.5207,3.7642
train_286,O=C(O)C(NS(=O)(=O)c1ccccc1Br)c1ccccc1,4.8821,3.9895
train_287,C[C@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2[C@H](O)C[C@@]2(C)[C@H]1CC[C@@]2(C)O,4.1991,3.6258
train_288,CCC(N=C(N)N)N1CCN(C(=O)CC2=C(C(=O)O)C(c3c(Cl)cccc3Cl)C(C(=O)O)=C(CCc3ccccc3)N2)CC1,3.545,2.6119
train_289,CCCNC(=O)c1ccc(S(=O)(=O)NCCc2c[nH]c3ccccc23)cc1,3.8755,3.5254
train_290,Cc1cc(CNc2ccc(OC(C)C)cc2C)ccc1Br,4.0062,3.4949
train_291,C#CC(=O)CC1CCOC1,3.9078,3.3392
train_292,CCOC(=O)c1ccc(S(=O)(=O)N2CCN(c3cccc(OC)c3)CC2)c(Br)c1,3.165,3.1511
train_293,CCCC(C)N(C)c1nnc(C)c(C)c1C#N,2.9995,2.3471
train_294,CC(C)C(NC(=O)NC1CCS(=O)C1)c1ccccc1Cl,5.2868,4.1508
train_295,O=C(NC1CCSC1)N1CCCC(n2cncn2)C1,5.4106,4.8657
train_296,Cn1cc(CN2CCC(n3cccn3)C2)ncc1=O,3.7764,2.7571
train_297,O=C(Cc1ccc2cc[nH]c2c1)NCCO,4.8715,3.4565
train_298,CCc1ccc2c(CCl)nc(C)n2c1,3.7859,2.6867
train_299,Cc1ccc(SS)c([N+](=O)[O-])c1,3.3713,3.0118
train_300,CC[C@@H](CC1C=CN1C(=O)OC)Nc1ccccc1N,4.8298,3.8082
train_301,CCS(=O)(=O)C1CSCCN1c1ccnc(Cl)n1,4.4638,3.8602
train_302,CC(C)(C)OC(=O)Nc1ccc(NC2CCCCC2C(C)(C)C)cn1,4.3119,3.2303
train_303,Cc1cc(C(=O)N2CCN(C)CCC2C)ccc1Cl,4.4124,3.7557
train_304,COC(C(=O)c1c(C)ccnc1N)C(C)C,3.6178,3.117
train_305,Cc1cc(OCC(N)C#N)ccc1C(C)C,5.1319,4.0464
train_306,C[C@H](NCc1nc(-c2ccccc2)no1)c1ccc(Cl)cc1Cl,4.6857,3.6205
train_307,CCOC(=O)OC1CN(C2c3ccccc3-c3ccccc32)C(=O)C1=O,3.1596,2.6591
train_308,Cc1nn(C)c(Cl)c1COc1ccccc1C(=N)N,4.9531,3.8838
train_309,CCCC(C#N)C(=O)c1cc(C)c(C)s1,3.8512,2.9194
train_310,O=C1CC2(CCCN(C(=O)C3CCSC3)C2)CN1,5.2573,4.8061
train_311,COc1cc(CC2=C(C)C(=O)c3cc(OC)c(O)cc3C2=O)cc(OC)c1,2.5107,2.3794
train_312,COc1ccc(C)cc1SCC#N,4.6046,3.7504
train_313,CCC1C(=O)NCCN1CC(=O)N(C1CCCC1)C1CCS(=O)(=O)C1,5.1579999999999995,4.7891
train_314,COc1ccccc1C(=O)Oc1ccccc1/C(C)=N/NC(=O)C(=O)Nc1ccc(C)cc1C,3.9002,3.1711
train_315,NC(=O)c1ccc(C(=O)NCCCC2CCCC2)cc1,4.3832,3.7174
train_316,CCCOC[C@@H]1C[C@@]2(C[C@@](C)(c3csc(Nc4ccccc4OC)n3)OC2=O)C(=O)O1,4.4998,3.3007
train_317,Cc1nn(-c2ccc(Br)cc2)cc1C(=O)N(C1CC1)C(C)C(=O)O,4.6241,3.5392
train_318,CCC(C)(C)NC(=O)c1ccc(NS(=O)(=O)c2ccc(OC)cc2C)cc1,4.6058,3.6963
train_319,CC(C)Cc1ccc(C(CC(=O)O)N=[N+]=[N-])cc1,4.4911,4.0772
train_320,O=C(C1=NNC2C(=O)N(c3ccccc3C(F)(F)F)C(=O)C12)C(c1ccccc1)c1ccccc1,3.4533,2.9431
train_321,CCCC(CNC(=O)NCCOC1CCCC1)C(=O)O,5.6312,5.1188
train_322,CC(C)C(C)CNC(=O)c1sc(N(C)C)nc1N,4.2025,3.1026
train_323,COC=CC(O)CC(=O)C(C)(C)C,4.3104,3.7389
train_324,CCn1ccn(CC(=O)N2CCOCC2)c1=O,5.1754,4.0675
train_325,N#C[C@@H]1C[C@H](F)CN1CC(=O)NC1CCCCCCC1,5.6093,5.1425
train_326,C=CCOC[C@H](O)CN(Cc1cccc(F)c1)C[C@H]1CC(c2ccccc2C)=NO1,4.8032,3.0888
train_327,COc1cc(/C=C/C(=O)Nc2cc(C)ccc2F)ccc1OC(F)F,3.859,2.8327
train_328,CC(C)N(C(=O)CSc1nnc2[nH]c(=O)cnn12)c1ccccc1,3.2085,2.8294
train_329,CCCOc1ccc(C(C)Nc2cccc(CC)c2)cc1,4.3925,3.8304
train_330,OC1(c2cccc(Sc3ccc4c(-c5ccccc5)cc5nccn5c4c3)c2)CCOCC1,3.8234,2.7587
train_331,COc1cccc(C(N)c2nc(-c3ccccc3)n[nH]2)c1,5.0835,3.6777
train_332,CC(C)C(Nc1cc([N+](=O)[O-])ccc1F)c1cccs1,3.6063,2.8169
train_333,CCC(CC(N)=NO)NS(=O)(=O)C1CCCCC1,5.6466,4.2931
train_334,[C-]#[N+]c1ccccc1-c1cc(C(=O)OC)[nH]n1,4.6729,3.5076
train_335,COCCCn1c(SCC(=O)NC(C)c2ccccc2Cl)nc2ccccc2c1=O,4.4279,3.5683
train_336,Cc1c(N)cc(S(=O)(=O)N(C)C)cc1F,4.7446,3.6316
train_337,C[C@@H](NC(=O)O)C(=O)N1C[C@@H]2C[C@H]1CN2CCCOc1ccc(C(=O)C2CC2)cc1,3.9575,3.4778
train_338,O=C1CC(C(=O)O)CC(C(F)(F)F)C1,4.2268,3.6273
train_339,Cc1ccc(NC(=O)NCC2CCCN(C(=O)C3CC3C3CC3)C2)cc1,5.0087,3.9458
train_340,C[C@@H]1O[C@@H](Oc2c(O)ccc3ccccc23)[C@H](F)[C@H](O)[C@H]1N,4.1923,2.9902
train_341,CCOc1ccc(-c2csc3ncn(CC(=O)Nc4c(C)n(C)n(-c5ccccc5)c4=O)c(=O)c23)cc1,3.8339,3.0501
train_342,O=C(c1ccc2nc[nH]c2c1)N1CC(n2cc(N3CCCC3=O)cn2)C1,4.6039,3.6469
train_343,Nc1nc(NC2CC2)sc1C(=O)NCC1CCOC1,4.6675,3.1212
train_344,CN1CCNCC1C(N)c1coc2ccccc12,4.7773,3.6123
train_345,C=C[C@H](C)C(=O)F,5.9118,4.6160000000000005
train_346,CNc1ccc(C(=O)OCC(=O)NC(C)(C)C)cc1[N+](=O)[O-],3.6092,2.7224
train_347,COc1ccc(C(=O)Nc2cc(C(=O)Nc3ccccc3C)ccc2Cl)cc1,4.124,3.4384
train_348,Cc1ncccc1C(=O)N[C@@H](CCC(N)=O)C(=O)O,4.3794,3.9469
train_349,COC(=O)c1ccc(-n2cc(C)cn2)c(NC(=O)NCC(C)(O)C(=O)O)c1,4.2225,3.2875
train_350,O=C(CCc1cscn1)NC(CCC(CC(=O)OCc1cncs1)Cc1ccccc1)Cc1ccccc1,4.7521,3.8154
train_351,COc1ccccc1NC(=O)COc1ccc([N+](=O)[O-])c(C)c1,3.6752,3.3435
train_352,CCCCc1cnccc1CS(=O)(=O)c1ccccc1,4.5569999999999995,3.8789999999999996
train_353,CC(C)CN(CC(=O)c1ccc(F)cc1)C1CCCC1,2.9611,2.7271
train_354,CCN(CCCCCCl)C(C)CN(C)C,6.0846,5.9776
train_355,CCOc1cc(/C=N/Nc2nc3ccccc3s2)ccc1OCc1nonc1C,3.8110000000000004,2.6075
train_356,CN(C)CCC1Cc2ccc(Cl)cc2C1=O,3.6695,3.2376
train_357,Cc1cc(C)cc(C(=O)CC2CC3CCC(C2)N3)c1,3.655,3.1693
train_358,COC(=O)[C@H](NC(=O)c1cccnc1SC)C(C)C,4.3816,3.5942
train_359,CCc1ccc(C2COCCN2C(=O)NC2CCC(C(=O)O)CC2)o1,5.5872,3.9789999999999996
train_360,O=C(O)c1ccc(OCc2nnsc2Cl)cc1,4.0068,3.266
train_361,COc1cccc(N(C)c2cc(C)c(Br)cn2)c1,4.2484,3.5003
train_362,CCn1c(Oc2ccc3c(c2)NCC3)nnc1[C@@H](C)NS(=O)(=O)c1ccc(Br)c(Br)c1,3.9689,3.764
train_363,CC1SCCN(c2nc3c(s2)C(O)CC(C)(C)C3)C1C,4.8862,3.485
train_364,C=CCNC(=O)Cn1c(=O)c(=O)[nH]c2ccccc21,4.3501,3.2961
train_365,CC/C=C(\c1cccc(OC)c1)C(C)CN(C)C,5.1458,4.0976
train_366,CC(=O)NNC1=Nc2ccc(C(C)C(C)C)cc2C(c2ccccc2)=NN1C,3.2117,2.6305
train_367,CCOCC(C)NC(=O)C1CSCN1,5.3429,4.7788
train_368,CCOc1ccc(NC2=C(c3ccc(C)cc3)C(=O)N(Cc3ccco3)C2=O)cc1,3.115,2.1563
train_369,O=C(NCc1ccc(N2CCCCC2)nc1)c1ccccc1Cl,3.8581,3.5505
train_370,CCOC(C1CC1)C(Cc1ccccc1)NC,5.3072,4.2382
train_371,COc1ccc(C(C)Nc2ccc(F)cc2F)cc1F,4.5996,3.6245
train_372,O=C(NC[C@H]1CCCO1)Nc1cc([N+](=O)[O-])ccc1OC(F)F,3.7397,3.272
train_373,COc1cc(CNC(=O)C(OC(=O)CSc2ncccn2)c2cccc(C#N)c2)cc(OC)c1OC,4.0548,3.8337
train_374,CCCCc1nc2cnc3ccccc3c2n1CC(C)(C)O,4.3741,3.3471
train_375,O=C(NCC1CCCS1)N1CCN(S(=O)(=O)c2ccc(F)cc2)CC1,4.5359,4.0505
train_376,Nc1cc(S(N)(=O)=O)ccc1NCc1cccc(F)c1,4.4274,3.4617
train_377,CC(=O)Nc1cc(F)cc2c1NC(=O)/C2=C\c1[nH]c2c(c1C)C(=O)N(CCN1CCOCC1)CC2,3.1376,2.0191
train_378,C=C1NC(=S)C=CC1[C@@H]1O[C@H](CCP(=C)(C)C)[C@@H](O)[C@H]1O,2.1578,2.1578
train_379,C[C@@H](O[Si](C)(C)C(C)(C)C)[C@H]1C(=O)N[C@@H]1SSc1cnccn1,3.9824,3.3245
train_380,CC(C)=CCCC(C)CCC/C(C)=C/CCC(C)CCCCC(C)CC/C=C(\C)CCCC(C)CCCC(C)C,6.8611,4.3809
train_381,CCCN1C(=O)C(C)(C2CC2)NC(=O)C1C(C)C,5.4657,4.8724
train_382,CCN/C(=N\Cc1cc(F)ccc1F)NCC1CCN(c2ccc(F)c(F)c2)C1,4.5976,3.6386
train_383,CC(C)CCC(F)C1CCCCN1,6.2133,5.9863
train_384,O=C(O)CS(=O)(=O)CCNC(c1ccc(Cl)cc1)C1CCC1,5.1477,4.0739
train_385,COCOc1c(OC)c(C)cc2c1[C@@H]1C3=Cc4c(O)c(C)c(O)c(O)c4[C@H](CNC(=O)C(C)NC(=O)OC(C)(C)C)N3[C@@H](C#N)[C@H](C2)N1C,3.6466,2.6032
train_386,N[C@@H](CCO)c1cc2cc(Br)ccc2[nH]1,4.7428,3.5011
train_387,CCn1c(CCC(=O)NCc2ccn[nH]2)nc2cc(S(=O)(=O)N(C)C)ccc21,4.8568,3.8135
train_388,Cc1ccc(NC(=O)C2CC2)cc1NC(=O)NC(C)CCc1ccccc1,4.7909,3.7559
train_389,CC1NCc2cccc(N)c2NC1C,4.7342,3.7956
train_390,COc1cccc(OCC(=O)Nc2ccccc2OC)c1,4.9177,3.7217
train_391,FC(F)c1cccc(-c2cccc3ccccc23)c1,4.4151,3.0071
train_392,Cc1ccc(CN(CCc2ccccc2)C(=O)CCn2cnc3c(cnn3C)c2=O)s1,4.9381,3.6091
train_393,COc1cc(N)ccc1SCc1nccs1,4.2,3.6169
train_394,CC[C@@]1(CCC=O)COC(C)(C)O1,4.2139,3.5828
train_395,CC(=O)Nc1ccc(CN2C(=O)C(Cc3ccccc3)ON=C2c2cccc(F)c2)cc1,4.4357,3.3596
train_396,O=C1NCC2(CCNC2)N1,6.5414,6.0838
train_397,CC(C)CCC(C)NC(=O)NC1CCCC(C(F)(F)F)C1,6.611000000000001,6.0109
train_398,Cc1nc(C2CCCN2S(=O)(=O)c2ccc(OC(F)F)c(Cl)c2)no1,4.9469,3.9086
train_399,CCN(C(=O)CCSCCC(F)(F)F)c1sc(-c2ccc[n+]([O-])c2)nc1C,3.5512,2.4338
train_400,Cc1ccc(Nc2cc(N3CCOCC3)cc(C(F)(F)F)c2)cc1NC(=O)c1cc(N(C)CCCN(C)C)ccc1[N+](=O)[O-],2.7401,2.5511
train_401,CN1CCN(c2noc(-c3cc(F)ccc3N)n2)CC1,3.8280000000000003,2.7506
train_402,COc1ccc(CC(=O)NC[C@H]2CCCN(C(=O)c3occc3C)C2)cc1,4.7764,3.5856
train_403,O=C1CN(C(=O)CN2C(=O)C3CCCCC3C2=O)C2CCCCC2N1,5.0173,4.5652
train_404,COc1ccc(C(=O)N/N=C\c2cc(C)n(-c3cccc([N+](=O)[O-])c3)c2C)cc1,2.5763,2.5665
train_405,COC(=O)C(C)(C)NCc1cc(Br)c(OC)c(Br)c1,4.8941,3.9378
train_406,CCCN(C)c1ccc(C(=O)NC(C)(CN)CC(C)C)cc1,4.6184,3.449
train_407,CCOc1cn(-c2ccccc2)nc1C(=O)N1CCN(c2nc(C)cs2)CC1,4.0024,3.4827
train_408,CC(C)(C)CCOC(=C1C2CC3CC(C2)CC1C3)c1cccc(O)c1,4.652,3.5158
train_409,COc1ccc2c(c1)C(N1CCN(C(=O)c3cccc(C#N)c3)[C@@H](C)C1)=Nc1ccccc1O2,3.7039999999999997,2.9448
train_410,CC1(C)CN(Cc2ccc(F)c(Br)c2)C2(CCCC2)CN1,4.6292,4.0534
train_411,CCOc1ccccc1-c1noc(-c2cc(C)[nH]n2)n1,4.8399,3.5118
train_412,CC1C(CO)CCN1CC#N,6.3296,6.0415
train_413,CC(C)CNC(=O)CCC1CCCN(S(=O)(=O)c2ccc(F)cc2)C1,5.0539,4.0992
train_414,CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3ccccc3OCc3ccc(Br)cc3)c(=O)n2[C@@H]1c1ccc(Cl)cc1,3.2632,2.26
train_415,Cc1ccccc1OCC(O)CNCC1(C)COC1,5.1978,4.1062
train_416,C=CC(C)NCc1cc(Cl)ccc1[N+](=O)[O-],3.1608,3.0707
train_417,CCNC(CCC1CCCO1)c1ccc(OCC)cc1Br,4.9306,3.9499
train_418,NC(=O)c1ccc(NC(=O)Cc2ccc(N)cc2)cc1Cl,4.4419,3.6671
train_419,CC1(C2CCCNC2)NC(=O)N(CCCCC#N)C1=O,4.6199,4.525
train_420,NS(=O)(=O)c1ccc(NC(=O)C(=O)Nc2cc(F)ccc2F)cc1,3.9457,3.3539
train_421,O=C(c1ccc(C2CCCCC2)cc1)N1CCc2[nH]ncc2C1,4.8131,3.8921
train_422,COCCOCCCNC(=O)c1ccc(F)cc1O,4.7433,3.9965
train_423,CC1=CCN(P2(=O)OCC(C)(C)CO2)S(=O)C1,5.3387,4.3512
train_424,CC(C)CS(=O)(=O)CC(=O)NCc1cccc(NC(=O)c2ccco2)c1,4.4876,3.5127
train_425,O=C(CN1C(=O)CSC1=S)Nc1cnn(C[C@@H]2COc3ccccc3O2)c1,3.1552,2.7992
train_426,COc1cccc2c1O[C@]1(CCOC(C)(C)C1)N1N=C(c3ccccc3Cl)C[C@@H]21,4.1336,3.0548
train_427,Cc1ccc(Cl)c(OC(=O)COc2ccc(C#N)cc2)c1,5.0526,3.7014
train_428,O=C(Nc1ccc(CN2CCCC2)cc1)C1CSCN1,4.8049,3.7952
train_429,Cc1ccc2cc(CN(C)C(=O)c3ccccc3Br)c(=O)[nH]c2c1,4.2819,3.0868
train_430,COc1cc(-c2noc(CN3C(=O)NC(C)(c4cccc5ccccc45)C3=O)n2)ccc1OC(F)F,4.4829,3.0576
train_431,Cc1c(C)c2c(c(C)c1O)C(C(=O)N1CCN(CCO)CC1)C(C)(C)O2,4.5976,3.6324
train_432,CC1CC=C(C#CC=O)c2ccccc21,3.5938,2.6019
train_433,CC(Nc1ccc(F)c(C(N)=O)c1)c1ccccc1F,4.1677,3.1705
train_434,Cc1ccc(Cl)cc1N1CCN(C(=O)NCc2ccccn2)CC1,4.65,3.8714
train_435,CCCOc1ccc(CC(C)NC2CCCCCCC2)cc1N,4.8206,3.7343
train_436,Cc1ccc(Oc2ccc(NC(=O)c3ccc(C)c(NS(C)(=O)=O)c3)cc2)cc1,4.0546,3.4
train_437,CCCC(C)CNC1CCCN(C(=O)OC(C)(C)C)C1,6.1862,5.8123
train_438,O=C(NCC1(c2ccc(Cl)cc2)CCCCC1)c1cccc2nc(CC(=O)N3CCn4cncc4C3)cn12,3.7306,2.7767
train_439,O=C(C1CSCN1C(=O)c1c[nH]c2ccccc12)N1CC2CCCC2C1,4.7796,3.4683
train_440,NC(c1ccc(Br)c(F)c1)c1c(F)cc(F)cc1F,5.0903,4.0045
train_441,CC(C(=O)O)N(C(=O)COc1ccc(C(N)=O)cc1)C1CC1,4.7034,3.8309
train_442,CNCc1cc(Br)c(C2CCOC2)o1,5.3391,3.931
train_443,N#Cn1ccnc1C(=O)Nc1ccnnc1N1CCCCC1,3.2060000000000004,2.7397
train_444,CCNC(=O)CC(=O)c1ccoc1,4.0621,3.5767
train_445,Cc1ccccc1CN1CCC(CCOc2ccc3c(c2)CN(Cc2ccc(F)cc2)CCC3)CC1,4.9306,4.07
train_446,CCOC1(C(O)Cc2ccccc2Cl)CCCC(C)C1,5.2471,4.133
train_447,Cc1cc(CS(=O)(=O)NCC(C)CN2CCCC2)no1,5.8219,4.3153
train_448,O=C(CN1CCCCC1)OC1CCOC1=O,4.6582,4.5059
train_449,CNCCCSc1cc2ccccc2[nH]1,4.7576,3.4849
train_450,CC1CC(NS(=O)(=O)c2ccc(OCC3CCOC3)c(F)c2)CCN1,4.937,3.8609
train_451,CCc1c(-c2ccc(C(=O)OC)cc2)c(C(N)=O)c(C)n1CCc1ccccc1,3.827,3.3393
train_452,CCOc1ccc(S(=O)(=O)NC(=O)N(C)Cc2cc3ccccc3o2)cc1,5.0688,3.5888
train_453,Cc1cccc(OCCCSc2cnc(N)s2)c1,4.736000000000001,3.4372
train_454,N/C(=N\Cc1cccs1)c1ccc(C(=O)Nc2ccc3c(c2)CC(CC(=O)O)CC3)cc1,4.2041,3.4465
train_455,CCOC(=O)c1ccc(NC(C)CNC(=O)OC(C)(C)C)c(Br)c1,4.6529,3.3765
train_456,NCC1(CN)CCN(c2ccccc2Cl)CC1,4.4152,3.6465
train_457,CC(Cc1nc2ccccc2s1)NC(=O)CC1(O)CCCC1,4.8085,3.7434
train_458,CC(C)(C)OC(=O)NNC(=O)CC1=CCOc2cc(O)ccc21,4.4071,3.0658
train_459,CCOC(CC)c1noc(C2CCC(=O)CC2)n1,4.2065,3.6145
train_460,O=c1c2ccccc2ncn1C1CCNC1,4.5416,3.5642
train_461,CC(C)CNC(=O)CNS(=O)(=O)c1ncccc1F,4.5819,4.1744
train_462,CO[C@@H]1COCC[C@H]1NS(=O)(=O)c1c(C)cc(C)c2nonc12,3.93,2.5026
train_463,CC1=C(C(=O)Nc2nc3ccccc3s2)[C@@H](c2ccccc2)C2=C(CCCC2=O)N1,3.5705,2.715
train_464,O=C(Cn1c(=O)oc2ccccc21)Nc1c2c(nn1-c1ccccc1)CCC2,4.8898,3.8134
train_465,CC(C)(C)c1csc(COc2cc(N)ccc2Cl)n1,4.6436,3.7551
train_466,COc1cccc(OC)c1B(O)OCO,4.7895,3.8259
train_467,CCCCNC(=O)COc1c(C)cccc1CNCCC,4.8739,4.1331
train_468,COc1cccc(OC)c1OC(=O)C(N)C(C)C,5.1496,4.0449
train_469,CC1CCCCCN1c1ccc(CN)c(Cl)c1,4.473,3.6944
train_470,C=CC(=O)[Si](C)(CCC)C(C)C,2.6751,2.1367
train_471,C=C(CS)CN(C)Cc1cnn(C)c1,5.1523,4.32
train_472,CN(C(=O)C1CC2CCCCC2N1)C1CCC1,5.2137,4.7518
train_473,COC(C(=O)c1cccc(F)c1)C(C)(C)C,3.415,2.9516
train_474,CSc1cccc(C2C=c3sc(CC(=O)CCc4cccc(C(=O)O)c4)nc3=CC2)c1,3.5709,2.1634
train_475,O=[N+]([O-])c1ccc(CNc2ccc(Cl)c(Br)c2)cc1,3.1633,3.1293
train_476,Cn1nc2c(cc1=O)CN(C(=O)NC(CCC(=O)O)Cc1ccccc1)CC2,3.9810000000000003,2.8214
train_477,CN1CCC(C#N)(NC(=O)CC2CC3CCC2C3)CC1,5.3917,4.9042
train_478,C1CCCC(NCC2CCNCC2)CC1,6.3681,6.0718
train_479,CC1CC(C)CN(C(=O)c2ccc(C(C)(C)C)cc2)C1,4.7897,3.9244
train_480,O=C(NC12CC3CC(C1)CC(NC(=O)OCc1ccccc1)(C3)C2)OCc1ccccc1,5.4292,4.2288
train_481,NC1C(=O)N(Cc2cccs2)c2ccc(Br)cc21,4.5591,3.6279
train_482,CCC(C)NC(=O)C(CC)(CC)n1c(=O)c2c(C)c(-n3nccn3)sc2n(CCc2ccccc2OC)c1=O,4.2186,3.0376
train_483,O=C(C1CCCC(C(F)(F)F)C1)N1CCOCC1CO,5.4883,4.9122
train_484,CC(C)c1noc(C(C)N2CCN(S(=O)(=O)c3ccccc3F)CC2)n1,4.1945,3.9523
train_485,Cc1nc(C2CCCN(C(=O)CN(C)Cc3nnc(C)n3C)C2)sc1C,5.0859,3.5748
train_486,O=C(CN1C(=O)COc2ccc(Cl)cc21)Nc1cn[nH]c1,4.4823,3.5936
train_487,Nc1ccc(C(O)CCF)cc1,4.8324,3.8562
train_488,CN(C)C1(CNC(=O)N2CCC(c3ccnn3C)CC2)CCCC1,6.1625,4.6664
train_489,COc1ccc(C2(c3ccc(O)cc3)CC(C)CC(C)(C)C2)cc1,4.9297,3.9959
train_490,CN(CCCNCC1CCOC1)Cc1ccccc1,5.0303,4.2218
train_491,O=P(c1ccccc1)(c1ccccc1)c1ccc(-c2ccc3oc4cc5ccccc5cc4c3c2)cc1,3.8272,2.7153
train_492,COc1cc(O)c2c(c1)[C@H](O)[C@@H](CO)CC2=O,3.6712,3.2060000000000004
train_493,COc1ccc(C=Nc2nccs2)cc1,3.9423,2.4905
train_494,Cc1ccc(S(=O)(=O)NCc2cc(=O)c(OCc3ccccc3)c(CO)o2)cc1,3.8576,3.3563
train_495,COc1ccc(CC(=O)N2CCNC(C)C2)cc1C,5.135,3.99
train_496,NCCCCCc1ncc(-c2cnccn2)[nH]1,4.0549,3.0155
train_497,O=C(NCCCc1ccccc1)N1CC2(CCN2Cc2ccccc2)C1,5.1772,4.2215
train_498,CC1C2CC=CC2c2ccccc2N1C,4.5896,3.8018
train_499,CCOc1cncc(NC(C(=O)c2c[nH]c3ccccc23)c2ccccc2)c1,3.6481,3.2737
train_500,Cc1nc(S(=O)(=O)N2CCCN(C(=O)c3ccc([N+](=O)[O-])o3)CC2)cn1C,3.8022,3.0409
train_501,CCC1(C)C(=O)CC1Oc1ccccc1-c1ccccc1,4.0824,3.537
train_502,COC(=O)CCC(=O)Oc1ccc(/C=C/c2ccncc2)cc1,4.1429,2.6271
