id,SMILES,MLM,HLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea
TRAIN_0165,CN(C)S(=O)(=O)c1cc(C(=O)NCC(c2ccccc2)N2CCOCC2)c(Cl)cc1Cl,0.57,1.22,2.922,486.412,5,1,7,2.922,87.33
TRAIN_0166,COc1cc(=O)n(C)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,96.82,99.0,0.904,396.364,4,0,4,0.893,65.98
TRAIN_0167,Cc1nc(NC(C)Cc2ccccc2)c(C#N)c2c1COC(C)(C)C2,3.25,2.54,3.932,335.443,3,1,4,3.932,57.94
TRAIN_0168,CC(C)CCNC(=O)N1Cc2c(sc3c2CCCC3)-n2cccc2C1c1ccccc1,1.0,1.0,6.335,433.609,1,1,4,6.335,65.5
TRAIN_0169,CC(NC(=O)CN1C(=O)CCn2nc(-c3cn(C)c4ccccc34)cc21)c1ccc2c(c1)OCCO2,2.01,11.48,3.117,485.534,5,1,5,3.114,90.62
TRAIN_0170,CC(C)C(C(=O)NC1CCN(C(=O)NC(C)(C)C)CC1)N(C)C,49.735,69.315,1.004,326.477,3,2,5,0.415,64.67
TRAIN_0171,CC(C)CCn1cnc2c(cnn2-c2ccc(Cl)cc2)c1=O,1.0,35.76,3.552,316.785,3,0,4,3.508,50.49
TRAIN_0172,Cc1[nH]c(=O)[nH]c(=O)c1S(=O)(=O)N1CCC(C(=O)NCCC(C)C)CC1,69.95,78.21,-0.416,386.466,5,3,6,-0.402,133.05
TRAIN_0173,CC(CC(=O)O)CC(=O)Nc1sc(C(C)C)cc1C(N)=O,95.519,79.209,1.567,312.385,4,3,7,0.109,137.72
TRAIN_0174,O=C(C1CCc2n[nH]c(=O)n2C1)N1CCc2ccc(F)c(F)c2C1,79.53,93.81,1.3,334.321,3,1,1,1.3,65.0
TRAIN_0175,O=C(Cc1c[nH]c2ccccc12)N1CCc2cc(-c3ccno3)ccc21,1.48,60.87,3.487,343.379,2,1,3,3.487,62.13
TRAIN_0176,O=S(=O)(c1ccccc1)n1ccc2ncccc21,36.24,29.74,2.758,258.296,3,0,2,2.759,60.34
TRAIN_0177,COC(=O)c1c(NC(=O)N2CCN(C(=O)C(C)C)CC2)sc2c1CC(C)(C)OC2,60.38,88.04,1.679,423.526,5,1,4,1.679,116.42
TRAIN_0178,c1ccc2c(c1)CCN(c1nc(N3CCOCC3)c3nn[nH]c3n1)C2,74.931,81.019,2.585,337.379,5,1,2,2.585,83.06
TRAIN_0179,CCC(CN1CCN(C)CC1)NC(=O)Cc1csc(Nc2ccccc2F)n1,62.03,50.59,-4.137,597.656,11,6,13,-4.241,220.86
TRAIN_0180,CN(n1cnc2ccsc2c1=O)S(C)(=O)=O,94.98,99.9,0.075,259.305,4,0,2,0.057,106.66
TRAIN_0181,O=C1N=C(O)N=C(O)/C1=C\NNC(=O)c1ccccc1O,70.231,88.837,0.235,290.232,7,5,3,0.197,143.6
TRAIN_0182,COCCNC(=O)C(=O)N1CCC(OC(=O)c2ccc(Oc3ccccc3)cc2)C(N2CCN(c3ccc(F)cc3)CC2)C1,4.991,58.172,3.779,604.668,7,1,11,3.755,100.65
TRAIN_0183,COc1nccnc1Oc1cc(F)c(CN2CCCC2)c(Cl)c1,0.82,98.2,3.555,337.776,5,0,5,3.498,47.48
TRAIN_0184,COc1ccc(C2N(C(C)=O)c3ccccc3N2S(=O)(=O)c2ccc(C)cc2)cc1,0.0,0.0,3.921,422.497,4,0,4,3.921,75.3
TRAIN_0185,CCN1CCC(N(C)S(=O)(=O)c2c(C)cc(C(C)(C)C)cc2C)CC1,4.45,61.64,3.779,366.561,3,0,5,3.306,49.0
TRAIN_0186,CN(C(=O)CN1CCC(NC(=O)C2CCCCC2)CC1)C1CCCCC1,0.56,5.21,2.734,363.537,3,1,5,2.692,52.65
TRAIN_0187,OCCN1CCN(Cc2nc(O)c3ccccc3n2)CC1,99.99,99.99,1.065,288.345,6,2,4,1.058,72.72
TRAIN_0188,CN(Cc1cccnc1)C(=O)c1c(OCC2CC2)cc(=O)n2c1CCCCC2,5.33,50.48,1.735,381.468,4,0,6,1.747,62.74
TRAIN_0189,COc1cccc(CNC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2C)c1,0.11,1.78,5.087,421.555,2,1,3,5.087,74.73
TRAIN_0190,COc1cc(-c2nc(C)c(C(=O)NCCc3ccc(S(N)(=O)=O)cc3)s2)cc(OC)c1OC,54.365,41.28,2.553,491.58,7,2,9,2.588,166.45
TRAIN_0191,CN(C)c1nc(N)nc(CNc2nccc(C3CCCC3)n2)n1,0.418,1.57,2.378,314.389,5,2,5,1.853,105.74
TRAIN_0192,CCNC(=O)NCCc1ccc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c1,9.16,0.86,4.905,547.069,6,4,11,4.905,142.72
TRAIN_0193,CCc1cc(N2CC[C@H](F)C2)n2nc(C)c(C)c2n1,26.13,12.29,2.832,262.326,2,0,2,2.833,33.43
TRAIN_0194,Cc1c(C(=O)O)sc2[nH]c(=O)n(CC(C)C)c(=O)c12,88.408,79.441,2.156,282.316,4,2,3,0.742,114.95
TRAIN_0195,COc1ccc(Cl)cc1NC(=O)c1cc2c(=O)oc3ccccc3c2n1C,36.84,80.38,4.265,382.797,4,1,3,4.265,69.56
TRAIN_0196,CC1(COc2ccc(Cl)cc2)CC(n2cncn2)C(c2ccc(Cl)cc2)=NO1,12.3,73.64,4.369,417.289,5,0,5,4.37,61.53
TRAIN_0197,O=C(C1=NN(C2CCS(=O)(=O)C2)C(=O)CC1)N1CCN(C/C=C/c2ccccc2)CC1,14.28,36.57,0.657,444.547,6,0,5,0.483,98.73
TRAIN_0198,Cn1ccc(Cn2nnn(-c3cccs3)c2=O)cc1=O,34.42,86.51,1.377,289.313,4,0,3,1.377,96.82
TRAIN_0199,CCc1cc2c(Nc3ccc(OC)cc3OC)ncnc2s1,2.84,5.3,3.981,315.39,4,1,5,3.98,84.51
TRAIN_0200,COC(=O)c1ccc2c(c1)nc(-c1ccc(C(C)(C)C)cc1)n2Cc1ccc(F)cc1,46.26,94.702,6.521,416.487,3,0,6,6.521,44.12
TRAIN_0201,O=C1CCC2(C(=O)NCCCn3cccn3)CCCC=C2N1C1CCCC1,1.993,51.156,2.105,370.488,3,1,6,2.105,67.23
TRAIN_0202,COc1ccc(CCCNC(=O)c2cnn3cc(Br)cnc23)cc1,4.39,48.91,2.404,389.246,4,1,6,2.404,68.52
TRAIN_0203,COc1cc(=O)n(C)cc1C(=O)NCCOc1ccc(F)cc1,81.51,99.0,0.575,320.316,4,1,6,0.575,67.87
TRAIN_0204,c1ccc(OCCN2CCCC3(C2)Nc2ccccc2-n2cccc23)cc1,0.04,2.37,4.676,359.464,2,1,4,3.133,29.43
TRAIN_0205,CC(C)NC(=O)c1cc(Cl)cc(Cl)c1NC(=O)c1cc(OCC(=O)C(C)(C)C)nn1-c1ncccc1Cl,63.07,62.5,6.099,566.864,6,2,9,6.099,115.21
TRAIN_0206,Oc1cc(-c2cccc(-c3ccc4c(c3)OCO4)c2)nn1-c1ccccn1,14.97,20.42,4.56,357.362,5,1,3,4.559,69.4
TRAIN_0207,CC(Nc1ccn(CCS(C)(=O)=O)n1)c1nc(C(C)(C)C)no1,62.506,76.112,1.958,341.429,5,1,7,1.958,111.29
TRAIN_0208,C[C@H](Nc1ccnc2c1NC(=O)CN2)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,23.55,75.74,3.176,445.901,3,3,4,3.235,86.35
TRAIN_0209,c1ccc2c(c1)CC(CNc1nccc(-n3cccn3)n1)CO2,0.05,1.18,2.948,307.35,4,1,4,2.867,64.86
TRAIN_0210,O=c1ccn(-c2ccc(Cl)c(-c3ccc(Cl)cc3)c2)[nH]1,43.3,32.131,3.86,305.159,1,1,2,3.86,32.34
TRAIN_0211,CN(C)c1ccc(-c2nc3n(c2NC(C)(C)CC(C)(C)C)CCNC3)cc1,9.891,19.702,3.884,369.547,2,2,6,4.008,45.12
TRAIN_0212,CNC1=C(c2cc(Br)ccn2)C(=O)C(c2cccc(Cl)c2)O1,99.99,99.99,3.753,379.636,3,1,3,3.771,51.22
TRAIN_0213,O=C(NCC1COc2ccccc2O1)c1c(-c2cncnc2)cc(=O)n2c1CCCC2,46.58,72.96,1.295,418.445,6,1,4,1.295,93.65
TRAIN_0214,COc1ccccc1CNC(=O)c1cc2c(s1)CS(=O)(=O)C2,49.599,80.945,1.922,337.414,4,1,4,1.922,109.08
TRAIN_0215,CCOC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0.86,2.05,-0.044,266.253,5,0,4,0.389,84.74
TRAIN_0216,N#Cc1nccnc1OC1CCN(C(=O)C2CC(=O)N(C3CCOCC3)C2)C1,40.53,87.78,-1.133,385.417,7,0,4,-1.133,108.65
TRAIN_0217,CCn1cc(CN(C/C=C/c2ccco2)CC(C)C)cn1,6.691,1.449,3.54,287.4,2,0,8,3.386,34.2
TRAIN_0218,Cc1ccc(-n2nncc2-c2ccc(O)cc2O)cc1,70.69,99.99,3.401,267.283,4,2,2,3.379,71.17
TRAIN_0219,CCOc1cccc2c1OC1(CCN(CC)CC1)N1N=C(c3ccccc3)CC21,0.69,69.57,4.22,391.506,4,0,4,2.715,37.29
TRAIN_0220,Cc1cc(C)cc(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2c2cccs2)c1,31.21,32.47,7.257,473.653,1,1,2,7.257,93.75
TRAIN_0221,CN(Cc1ccccc1)Cc1cc(=O)n2nc(-c3ccc(C(C)(C)C)cc3)nc2[nH]1,60.396,41.304,4.672,401.504,4,1,6,4.389,63.05
TRAIN_0222,O=S(=O)(Nc1ccc2[nH]ncc2c1)c1cc(Cl)c(Cl)cc1Cl,98.31,99.0,3.954,376.646,3,2,3,3.96,83.22
TRAIN_0223,CC12CC3(C(=O)Nc4ccc(Cl)cc4C(=O)c4ccccc4)C1CCC23C,2.405,0.0,4.618,379.879,2,1,4,4.618,46.17
TRAIN_0224,O=C(Nc1cccc2ccccc12)C1c2ccccc2Oc2ccccc21,59.095,66.14,4.782,351.397,2,1,2,4.782,38.33
TRAIN_0225,O=C(Nc1n[nH]c(Cc2ccc(F)cc2)n1)c1ccn2nnnc2c1,43.3,31.1,0.852,338.299,6,2,4,0.815,113.75
TRAIN_0226,COc1ccccc1CNC(=O)c1c(OCC2CC2)cc(=O)n2c1CCCCC2,0.08,2.12,2.663,396.479,4,1,7,2.663,67.87
TRAIN_0227,CC(=O)Nc1ccc(Nc2cc(C)nc(-n3nc(C)cc3C)n2)cc1,8.146,58.986,2.719,336.391,4,2,4,2.719,84.72
TRAIN_0228,CCN(c1ccc2c(c1)OCO2)c1cc(Cl)nc(Cl)n1,67.5,50.06,4.192,312.151,4,0,3,4.192,47.48
TRAIN_0229,Cc1nc2c(cc1Br)nc(Cl)n2C,0.99,15.08,2.507,260.518,2,0,0,2.507,30.71
TRAIN_0230,CCc1c[nH]c2ncnc(NCC(Cc3ccccc3)c3ccccn3)c12,0.12,0.11,4.681,357.452,3,2,7,4.691,66.49
TRAIN_0231,CCn1c(N)c(-c2nc3ccccc3[nH]2)c(=O)c2ccccc21,17.332,85.464,3.096,304.346,2,2,2,3.094,75.01
TRAIN_0232,Cn1nc(CNC(=O)c2cccn(C)c2=O)c2c1CCCC2,15.959,62.249,0.882,300.356,3,1,3,0.882,67.23
TRAIN_0233,Cc1ccccc1/N=C1\Nc2cccc3cccc1c23,4.558,2.766,4.016,258.317,1,1,1,4.016,24.39
TRAIN_0234,CC(C)(NC(=O)C1CCC(NC(=O)C2CCCC2)CC1)c1noc(C(N)=O)n1,84.091,74.529,1.111,391.465,5,3,6,1.111,140.21
TRAIN_0235,COC(=O)[C@@H](O)c1c(C)nc2[nH]c3c(c2c1-c1ccc(Cl)cc1)CCCC3,35.26,55.01,4.258,384.856,4,2,4,4.258,75.21
TRAIN_0236,Cn1ncc2c1NC(=O)CC2c1cc(Cl)cc2c1OCOC2,40.884,40.076,1.587,319.743,4,1,1,1.561,65.38
TRAIN_0237,CCN(CCCNc1nc(-c2ccccc2)no1)c1ccccc1,0.39,1.53,3.792,322.404,2,1,8,3.791,54.19
TRAIN_0238,Cc1cc(C(=O)Nc2nnc(Cc3cccs3)o2)n(C)n1,81.343,65.423,1.667,303.34,4,1,4,1.667,114.08
TRAIN_0239,CC(C)(C)OC(=O)NCCNC(=O)Cc1cc(=O)oc2cc(O)ccc12,78.0,99.9,1.627,362.377,6,3,7,1.038,113.96
TRAIN_0240,NC(=O)c1cccc2cc(CN3CCN(c4ccccc4Cl)CC3)oc12,21.25,79.02,3.581,369.845,2,1,4,3.55,62.71
TRAIN_0241,CS(=O)(=O)N1CCCC1C(=O)Nc1nc2cc3c(cc2s1)OCO3,0.005,0.012,0.996,369.416,6,1,3,1.016,134.44
TRAIN_0242,COC(C)(C)c1noc(-c2ccc(=O)n(C)n2)n1,77.168,65.608,0.318,250.254,5,0,3,0.318,80.82
TRAIN_0243,CC1CN(C2c3ccccc3-c3ccccc32)CC(C)(C)O1,1.513,45.748,3.851,293.403,2,0,1,3.851,12.47
TRAIN_0244,COc1cc(=O)n2c(c1C(=O)Nc1cccc3c1CCCC3)CCCC2,41.23,21.14,2.91,352.427,3,1,3,2.91,58.64
TRAIN_0245,O=C(COc1ncnc2scc(-c3ccccc3)c12)c1ccc(S(=O)(=O)N2CCCC2)cc1,2.591,1.348,3.987,479.571,6,0,7,3.987,126.08
TRAIN_0246,CCN(CC)S(=O)(=O)c1ccc(NC(=O)CN(c2cc(C)ccc2C)S(C)(=O)=O)cc1,1.0,1.39,2.37,467.602,5,1,9,2.37,120.62
TRAIN_0247,CCOc1ccccc1NC(=O)NC1(C(=O)O)CCCCC1,78.06,53.69,2.688,306.357,4,3,5,1.914,87.66
TRAIN_0248,[H][C@]1(c2cc(O)cc(O)c2)c2c(cc3c(c2/C=C/c2ccc(O)cc2)[C@]([H])(c2cc(O)cc(O)c2)[C@@]([H])(c2ccc(O)cc2)O3)O[C@]1([H])c1ccc(O)cc1,53.47,59.341,8.166,680.698,9,7,6,6.837,160.07
TRAIN_0249,COCC(C)N(Cc1cc(OC)cc(OC)c1)C(=O)CCCC(C)=O,7.766,21.399,1.779,351.437,5,0,11,1.779,65.07
TRAIN_0250,CCc1nc2cc(Br)c(C(=O)OC)nc2n1CC(=O)c1ccccc1,50.92,0.929,3.815,402.242,5,0,6,3.819,74.08
TRAIN_0251,Cn1cc(C(N)=O)cc1C(=O)Nc1ccccc1Oc1ccccc1,0.27,14.81,2.768,335.357,3,2,5,2.768,86.35
TRAIN_0252,CN(C)C[C@H]1CC[C@H](Nc2ncc3ccc(=O)n(C4CCCCCC4)c3n2)CC1,10.04,18.72,4.492,397.557,4,1,5,2.983,61.36
TRAIN_0253,CC(=O)c1cccc(NC(=O)CN(C)S(=O)(=O)c2c(C)cc(C)cc2C)c1,22.36,10.86,2.781,388.481,4,1,6,2.781,91.93
TRAIN_0254,COc1cc(C)c2c(c1C=O)Oc1c(c(C)c(O)c3c1C(O)OC3=O)OC2=O,99.9,99.9,2.734,386.309,9,2,2,2.734,128.59
TRAIN_0255,COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)CCCN(C(=O)CO)C2,3.61,1.89,4.304,560.065,7,3,8,4.303,142.13
TRAIN_0256,CCn1c(=O)n(Cc2cc(-c3ccccc3)no2)c2ccccc21,0.86,18.11,3.516,319.357,2,0,4,3.434,49.58
TRAIN_0257,COc1cc(=O)[nH]cc1C(=O)N1CCOC(c2nc(C)cs2)C1,89.37,99.0,-0.924,335.378,5,1,3,-0.87,109.0
TRAIN_0258,CCCn1c(N)c(N(CCOC)C(C)=O)c(=O)n(CC(=O)Nc2cc(Cl)cc(Cl)c2)c1=O,48.792,53.732,0.918,486.349,5,2,9,0.918,125.27
TRAIN_0259,[H][C@@]1([C@@H](C)OC(C)=O)NC(=O)[C@H](CC(C)C)NC1=O,46.5,93.8,0.188,256.298,4,2,5,0.188,84.5
TRAIN_0260,CN1CCc2c(c3ccccc3n2-c2cncnc2)C1,28.756,69.303,2.28,264.325,3,0,1,1.869,33.95
TRAIN_0261,CC(C)(C)c1cnnn1-c1ccc(C(=O)COC(=O)c2ccccc2)cc1,1.0,0.07,4.392,363.41,5,0,7,4.392,74.08
TRAIN_0262,Oc1cccc(-c2nc3c(s2)Cc2ccccc2-3)c1,3.687,1.474,3.93,265.33,2,1,1,3.922,61.36
TRAIN_0263,CCC1c2c(OC)c3c(c(OC)c2C(c2cc(OC)c4c(c2OC)OCO4)C1C)OCO3,26.25,19.594,4.601,444.474,8,0,6,4.601,73.84
TRAIN_0264,Cc1cc(O)c(C(c2ccco2)c2c(O)cc(C)n(C)c2=O)c(=O)n1C,30.618,87.669,0.249,356.372,4,2,3,-0.445,94.22
TRAIN_0265,Cn1cc(-c2cnc3c(N)nn(Cc4cccc(C(F)(F)F)c4)c3c2)cn1,59.094,63.812,3.444,372.347,3,1,4,3.853,74.55
TRAIN_0266,Cc1cc(CO)cc(Oc2nc(Cl)nc(Cl)c2C(C)C)c1,1.087,22.461,4.955,327.206,4,1,4,4.955,55.24
TRAIN_0267,O=C1c2ccsc2CCC1N1CCN(c2ncccn2)CC1,0.25,5.29,2.145,314.405,4,0,2,2.145,77.56
TRAIN_0268,O=c1[nH]ncn2c1cc1cc(Br)ccc12,42.111,72.3,2.338,264.078,2,1,0,2.338,46.39
TRAIN_0269,Cc1cnc(C)n1CCNS(=O)(=O)c1cccs1,34.39,71.11,0.675,285.386,3,1,5,0.753,100.6
TRAIN_0270,N#Cc1nnc2ccccc2c1Oc1ccc2ncccc2c1,1.19,50.28,3.602,298.298,5,0,2,3.603,71.69
TRAIN_0271,COc1cc2nc(OC3CCN(C(=O)OC(C)(C)C)CC3)nc(Nc3ccc(S(C)(=O)=O)cc3F)c2cc1OC,0.36,2.69,4.625,576.637,9,1,9,4.625,137.56
TRAIN_0272,Cn1ncc2c(NCCO)n/c(=N/c3cccc(F)c3)[nH]c21,2.04,11.68,1.102,302.307,4,3,4,0.999,86.83
TRAIN_0273,c1ccc(CN2CCc3nc(N4CCCC4)nc(N4CCn5cnnc5C4)c3C2)cc1,11.788,23.024,2.935,416.522,5,0,4,2.935,66.21
TRAIN_0274,C=CCn1cc(Cl)cc/c1=N\C=C(/C#N)C(=O)OCC,24.072,54.361,1.171,291.733,4,0,6,1.068,65.69
TRAIN_0275,Cc1ccc(C(=O)N2CCN(C(=O)c3ccc(C)cc3)C2)cc1,30.71,68.2,3.079,308.374,2,0,2,3.079,40.62
TRAIN_0276,CCOC(=O)C(C)(C)Cc1nc(-c2ccc(OCc3ccc(OC)cc3)cn2)no1,0.886,0.995,3.608,411.451,7,0,10,3.608,96.57
TRAIN_0277,CCN1CCN(C(=O)c2ccc3c(c2)N(Cc2cccc(Cl)c2)C(=O)c2ccccc2S3=O)CC1,0.49,32.32,3.965,508.032,4,0,4,3.544,80.14
TRAIN_0278,COC(=O)c1c(OC)cc2c(c1C)Oc1c(Cl)c(O)c(Cl)c(C)c1C(=O)O2,99.9,77.774,4.89,413.206,7,1,3,4.191,91.29
TRAIN_0279,CNC(=O)C1CCN(c2nc(Nc3ccc4[nH]ncc4c3)nc(OC)n2)CC1,7.28,93.96,2.528,382.42,6,3,5,2.528,120.95
TRAIN_0280,Cc1nnsc1C(=O)Nc1onc2c1CSC2,1.522,22.322,0.829,268.315,5,1,2,0.829,134.44
TRAIN_0281,CC(C)n1[nH]c(=O)c2c(-c3ccc[nH]c3=O)c3c(nc21)[nH]c(=O)n3C,89.518,25.279,0.06,340.337,4,3,2,0.067,106.66
TRAIN_0282,O=C(c1ccc(F)cc1)c1c2nc[nH]c(=O)c2c2ccccn12,56.092,43.152,2.484,307.279,3,1,2,2.466,62.94
TRAIN_0283,CC(=O)N1CCN(C(=O)Cn2nc(C)c(C)c2C)CC(O)C1,24.738,25.246,-0.634,308.376,4,1,2,-0.634,78.67
TRAIN_0284,COC(=O)CC(c1cc(OC)c(O)c(OC)c1)c1c(O)n2ccccc2nc1=O,78.2,46.48,1.516,400.382,8,2,7,0.797,117.89
TRAIN_0285,O=S(=O)(NCCCOC1CCCCC1)c1ccc(Cl)c(-c2nnn[nH]2)c1,48.891,44.323,2.224,399.896,6,2,8,1.795,118.24
TRAIN_0286,O=C1CCc2cc(S(=O)(=O)Nc3ccc(Cc4ccncc4)cc3)ccc2N1,46.951,51.784,2.587,393.459,4,2,5,2.886,96.54
TRAIN_0287,COC(=O)CCN1C(=O)c2ccncc2/C1=C\c1ccccc1,0.028,0.022,1.485,308.331,4,0,5,1.485,59.5
TRAIN_0288,CNCc1cccc(Br)c1OCCS(C)(=O)=O,69.998,64.638,1.697,322.219,4,1,6,0.78,63.78
TRAIN_0289,COc1ccc(Nc2nnc(-c3ccc(C)c(S(=O)(=O)NCc4ccccn4)c3)c3ccccc23)cc1C(N)=O,3.753,1.794,4.187,554.62,7,3,9,4.191,157.57
TRAIN_0290,O=c1c2c3nc4ccccc4nc3n(Cc3ccc4c(c3)OCO4)c2ncn1Cc1ccco1,1.75,42.35,3.789,451.434,6,0,4,3.788,94.98
TRAIN_0291,COc1cc(=O)n(C)cc1C(=O)Nc1ccccc1Br,1.0,1.9,1.063,337.169,3,1,3,1.063,58.64
TRAIN_0292,CN1CCC(Nc2ccn(-c3ncccc3C(F)(F)F)n2)CC1,74.25,91.508,2.845,325.332,3,1,4,2.721,45.98
TRAIN_0293,CC(C)n1c(N2CCCN(C(=O)c3cc4cc(Cl)ccc4[nH]3)CC2)cc(=O)n(C(C)C)c1=O,7.518,18.994,3.793,471.98,3,1,4,3.793,79.96
TRAIN_0294,CCC1C(c2ccccc2)NC(c2ccccc2)CC1(O)c1ccc(F)cc1,74.464,83.94,4.991,375.478,2,2,4,4.592,32.26
TRAIN_0295,Cc1ccc(NC(=O)C(C)C(=O)Nc2ccc(C)cc2)cc1,17.548,11.57,3.35,296.364,2,2,4,3.35,58.2
TRAIN_0296,COCCN1C(=O)C(CC(=O)O)=C2CCCCC21,83.028,80.358,0.872,253.294,4,1,5,-0.562,66.84
TRAIN_0297,O=C(CN1CCCC1Cn1cccn1)Nc1ccccc1-n1ccnc1,46.23,71.04,1.414,350.418,4,1,6,0.895,67.98
TRAIN_0298,CC(C)CN1C(=O)CCC[C@]12CN(Cc1ccnc(N3CCCC3)n1)C[C@H]2c1ccccc1,0.02,0.03,4.032,447.616,4,0,6,3.964,52.57
TRAIN_0299,O=C(N[C@H](c1ccccc1)[C@@H](O)c1ccccc1)c1ccc(F)cc1,76.65,82.01,3.928,335.372,2,2,5,3.928,49.33
TRAIN_0300,COc1cc(Cl)c(NC(=O)c2cc(S(=O)(=O)N3CCOCC3)cn2C)c(OC)c1,54.94,59.78,1.642,443.902,6,1,6,1.641,107.48
TRAIN_0301,COC(=O)c1ccc(S(C)(=O)=O)c(O)c1Cl,65.27,99.0,1.633,264.683,5,1,3,0.957,89.05
TRAIN_0302,CNC(=O)C1CCCC1NC(=O)N1CCOC(C)(c2cnn(C)c2)C1,87.84,99.99,0.03,349.428,4,2,3,0.03,88.49
TRAIN_0303,CC(=O)OC/C=C/CCCC/C=C/COC(C)=O,99.9,99.9,2.621,254.322,4,0,11,2.621,52.6
TRAIN_0304,CC(=O)Nc1cc(F)c(F)cc1NC(=O)CCNC(=O)C(C)(C)C,80.58,83.39,1.336,341.353,3,3,6,1.336,87.3
TRAIN_0305,Brc1ccc(-c2n[nH]c(-c3ccccc3)c2-c2ncc[nH]2)cc1,39.87,85.91,4.591,365.227,2,2,3,4.871,57.36
TRAIN_0306,COc1ccc2c(c1)C(=O)CC(c1ccccc1)O2,27.6,86.3,3.083,254.281,3,0,2,3.083,35.53
TRAIN_0307,CCN1CCCCC1CNc1nccc(-c2ccc(C)nc2C)n1,20.381,99.9,3.175,325.451,4,1,5,2.048,53.94
TRAIN_0308,Cc1cc(C)cc(C(O)CN(C)Cc2cc(Cl)cn2C)c1,2.259,5.149,0.995,422.902,6,3,7,0.816,103.0
TRAIN_0309,CN1CCC(NS(=O)(=O)c2cc(Cl)ccc2Cl)CC1,98.84,75.55,2.18,323.239,3,1,3,0.963,57.79
TRAIN_0310,CC1CCC(C)N1C(=O)c1cc(Br)nn1-c1ncccc1Cl,3.41,11.733,4.013,383.671,3,0,2,4.013,51.02
TRAIN_0311,O=C(O)CCc1ccc(N2Cc3ccc(NC(=O)c4ccccc4)cc3C2=O)cc1,85.523,88.498,3.479,400.427,4,2,6,2.027,86.71
TRAIN_0312,c1ccc2c(c1)ccc1nnc(-c3c[nH]c4ccccc34)n12,4.333,67.703,3.876,284.315,2,1,1,3.875,45.98
TRAIN_0313,CS(=O)(=O)c1ccc(-c2cc(F)c(OCC3CCNCC3)c(F)c2)cc1,42.5,28.498,3.421,381.437,4,1,5,2.513,63.78
TRAIN_0314,CC(C)c1nnc(-c2cccnc2N2CCN(C(=O)C3COc4ccccc4O3)CC2)o1,0.919,14.68,2.724,435.476,6,0,4,2.724,93.82
TRAIN_0315,[H][C@@]12CC[C@@H](NC(=O)c3ccccn3)[C@@H](O)[C@]1([H])Nc1ccccc1O2,2.268,83.581,1.611,325.362,4,3,2,1.59,83.48
TRAIN_0316,COC[C@@H]1[C@@H](NC(=O)c2c(OC)cc(=O)n3c2CCNCC3)[C@@H]2CCO[C@H]12,83.3,99.0,-1.843,377.435,6,2,5,-2.309,89.13
TRAIN_0317,Cc1cc2oc(-c3ccsc3)c(CC(=O)O)c2c(=O)[nH]1,99.9,95.697,1.772,289.306,3,2,3,0.302,107.77
TRAIN_0318,CCC1CCCCN1Cc1ccc(CNC(=O)c2noc3c2CCc2sccc2-3)o1,3.503,1.304,4.598,425.544,3,1,6,3.716,99.75
TRAIN_0319,COc1ccc(OC)c(NC(=O)c2cc3sccc3n2Cc2ccccc2)c1,0.14,61.01,4.909,392.471,3,1,6,4.909,80.73
TRAIN_0320,Nc1cccc(-c2c3c(=O)[nH][nH]c(=O)c3c3n2CCC3)c1,99.9,99.9,0.805,282.297,2,3,1,0.805,89.15
TRAIN_0321,OCCN(Cc1ccccc1)CC(O)COc1c(F)cc(Br)cc1F,80.735,99.9,3.645,416.257,4,2,9,3.616,52.93
TRAIN_0322,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,41.033,99.9,2.41,270.237,5,3,1,2.384,86.99
TRAIN_0323,COc1ccc(-c2nnc3c4ccccc4c(Cl)nn23)cc1,19.84,0.41,3.543,310.738,4,0,2,3.543,52.31
TRAIN_0324,CCOC(=O)c1c(C)nn(-c2ncnc3c2c(C)c(C)n3CCc2ccccc2)c1N,88.63,99.99,3.916,418.492,5,1,7,3.914,100.85
TRAIN_0325,CS(=O)(=O)N(C#Cc1ccccc1F)Cc1ccccc1,1.0,7.03,3.026,303.351,2,0,5,3.026,45.76
TRAIN_0326,c1ccc(-c2ncc(-c3nc4ccncc4[nH]3)s2)nc1,5.88,88.73,2.069,279.32,4,1,2,2.291,95.59
TRAIN_0327,Cc1cc(C)c(NS(=O)(=O)c2cnc(O)[nH]c2=O)c(C)c1,99.99,99.99,1.321,309.341,5,3,3,1.447,116.24
TRAIN_0328,CC1CC(=O)N(c2ccc(-c3cccc(C#N)c3)cc2)N=C1c1ccc(O)cc1,86.34,62.26,4.449,381.427,4,1,3,4.446,76.69
TRAIN_0329,CC1(C(=O)NC2CCCCCC2)Cn2c(cc3occc32)C(=O)N1Cc1ccco1,0.16,0.07,3.835,409.478,2,1,4,3.835,80.62
